Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Ccy,Reason for not funded status
Fund08,ADIUVAT: Find your place.,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBviw,4.46,179,28146656,0,16184016,11962640,YES,76100,NOT FUNDED,7200,USD,Over Budget
Fund08,Adulis Digital Asset Exchange,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBw7i,2.5,94,23583874,0,17813064,5770810,YES,200000,NOT FUNDED,5464,USD,Over Budget
Fund08,Aedou - Realm of Languages,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvxX,4.42,144,48167595,0,5278596,42888999,YES,57900,FUNDED,11183,USD,
Fund08,Aedou DIDs prototype,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBwz5,4.28,120,60678774,0,5402152,55276622,YES,8000,FUNDED,19108,USD,
Fund08,"Aedou, Learn Languages Together (2)",DApps and Integrations,https://app.ideascale.com/t/UM5UZBwzg,4.75,259,51782917,0,16972392,34810525,YES,57600,NOT FUNDED,7400,USD,Over Budget
Fund08,Aeros - Airmiles Wallet integration,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvrO,4.06,114,31576576,0,21374083,10202493,YES,70000,NOT FUNDED,2000,USD,Over Budget
Fund08,Affordable Real Estate Investments,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBu8v,2.19,89,24623437,0,19395534,5227903,YES,25000,NOT FUNDED,5464,USD,Over Budget
Fund08,Affordable Real Estate Investments,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBu1v,1.92,99,24628811,0,23364236,1264575,NO,25000,NOT FUNDED,332,USD,Approval Threshold
Fund08,Africa Anti-counterfeit Marketplace,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBvwD,4.73,680,100020643,0,18566197,81454446,YES,69000,FUNDED,552800,USD,
Fund08,African P2P Energy Sharing Dapp,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvt6,4.33,136,29988738,0,15595339,14393399,YES,20000,NOT FUNDED,113,USD,Over Budget
Fund08,After Town Hall by Catalyst Swarm,New Member Onboarding,https://app.ideascale.com/t/UM5UZBw0m,4.54,192,51556170,0,3927301,47628869,YES,22500,FUNDED,84408,USD,
Fund08,Agora: Plutus governance module,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBuuB,4.67,421,103157307,0,8685369,94471938,YES,100000,FUNDED,704000,USD,
Fund08,AI Career Mentor DApp,DApps and Integrations,https://app.ideascale.com/t/UM5UZBuvN,3.28,88,16391315,0,17170861,-779546,NO,25000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,AI Mentor matching software,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvR8,4.46,123,53209431,0,4907659,48301772,YES,30000,FUNDED,119954,USD,
Fund08,AIDA: Decentralized AI on Cardano,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBwsB,3.83,144,19369679,0,20799467,-1429788,NO,50000,NOT FUNDED,1800,USD,Approval Threshold
Fund08,ALLIN Betting DAO,DApps and Integrations,https://app.ideascale.com/t/UM5UZBwzK,4.42,135,19554993,0,24450784,-4895791,NO,71500,NOT FUNDED,1000,USD,Approval Threshold
Fund08,ALLIN Oracle Data AI,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwzr,3.06,134,34258950,0,12967616,21291334,YES,18000,NOT FUNDED,8700,USD,Over Budget
Fund08,ALMAGUA - Every ADA trap CO2,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvMV,2.89,79,23114216,0,17733318,5380898,YES,28000,NOT FUNDED,332,USD,Over Budget
Fund08,Alternative Payment for Merchants,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvKi,3.73,110,29698294,0,18273895,11424399,YES,162000,NOT FUNDED,2000,USD,Over Budget
Fund08,Ambassadors Guild Operations,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBw29,3.33,148,32573744,0,21074074,11499670,YES,53000,NOT FUNDED,700,USD,Over Budget
Fund08,American USDC think tank,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBuj9,1.95,118,26008310,0,18543694,7464616,YES,30000,NOT FUNDED,6720,USD,Over Budget
Fund08,AMY Music DAO- Decentralize Economy,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvDt,3.38,99,20289080,0,38322640,-18033560,NO,250000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Analytics Data Hub,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBvoe,4.44,327,46781025,0,25955272,20825753,YES,60000,NOT FUNDED,4773,USD,Over Budget
Fund08,Android SDK,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBu8s,4.13,230,49761773,0,13986751,35775022,YES,12980,NOT FUNDED,12550,USD,Over Budget
Fund08,Animated Explainers for the world,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBvf9,3.71,92,24077183,0,6586356,17490827,NO,19000,NOT FUNDED,14700,USD,Approval Threshold
Fund08,Anime NFT Game - East Asian centric,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBwCJ,3.6,96,28930292,0,14784552,14145740,YES,9700,NOT FUNDED,1683,USD,Over Budget
Fund08,Anonymity/data control ZKT (part 2),DApps and Integrations,https://app.ideascale.com/t/UM5UZBu6x,4.78,392,80324683,0,10106767,70217916,YES,84000,FUNDED,1452700,USD,
Fund08,App store for Milkomeda,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBvqk,4.19,545,218200805,0,8038546,210162259,YES,20000,FUNDED,897000,USD,
Fund08,Arizona for Cardano Lobby,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBwxf,4.11,155,43929874,0,1949763,41980111,YES,5000,FUNDED,177670,USD,
Fund08,ARTEM: NFT/Token Gallery Extension,DApps and Integrations,https://app.ideascale.com/t/UM5UZBwyn,3.5,90,29518758,0,11625292,17893466,YES,12000,NOT FUNDED,2000,USD,Over Budget
Fund08,Artificial Intelligence/ML API DApp,DApps and Integrations,https://app.ideascale.com/t/UM5UZBukW,4.67,290,60969298,0,10547388,50421910,YES,89700,FUNDED,662980,USD,
Fund08,Artverse - Social Media Metaverse,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvF5,4.22,115,19568147,0,24220233,-4652086,NO,27800,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Assembly of State Blockchain PAC's,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBw6a,1.83,95,22431064,0,17034994,5396070,YES,5000,FUNDED,1720,USD,
Fund08,ATALA Prism Basic Income Protocol,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvuA,3.5,90,29744398,0,6796780,22947618,NO,29500,NOT FUNDED,6608,USD,Approval Threshold
Fund08,Atala PRISM DID,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvU1,3.92,106,40357240,0,5987879,34369361,YES,14219,NOT FUNDED,6608,USD,Over Budget
Fund08,AtalaPRISM hackathon with devillage,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBuyO,3.67,194,110158787,0,11484041,98674746,YES,100000,FUNDED,247375,USD,
Fund08,Attract ETH NFT Projects & Talent,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBvPg,4.62,411,60435187,0,14711680,45723507,YES,35337,NOT FUNDED,1800,USD,Over Budget
Fund08,Audit Tokens For Catalyst Winners,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBwo1,2.25,95,15297409,0,19600018,-4302609,NO,42400,NOT FUNDED,1780,USD,Approval Threshold
Fund08,Auditability through film and media,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBvSH,4.33,115,22299992,0,14638360,7661632,YES,12000,NOT FUNDED,2700,USD,Over Budget
Fund08,Auditing & Project Mgmt. via Kanban,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBwEg,4,108,26861213,0,16617817,10243396,YES,24000,NOT FUNDED,1780,USD,Over Budget
Fund08,"Auditing African Proposals, By Wada",Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBukj,4.67,266,49721649,0,3485643,46236006,YES,38000,FUNDED,57580,USD,
Fund08,Auditing South American Proposals.,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBvlQ,3.17,90,24364034,0,14041985,10322049,YES,21000,NOT FUNDED,1780,USD,Over Budget
Fund08,Australian University Cardano Talks,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBwwd,4.1,123,50553305,0,1789006,48764299,YES,19040,FUNDED,194475,USD,
Fund08,Authentication Protocol Work Group,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBvUN,3.67,86,18232764,0,11807777,6424987,NO,28500,NOT FUNDED,11755,USD,Approval Threshold
Fund08,"Automate, Educate, Communicate",Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBu9u,4.83,487,96989567,0,11142525,85847042,YES,9750,FUNDED,553318,USD,
Fund08,Automated funding catalyst projects,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBwOV,4.57,515,74588436,0,16494393,58094043,YES,33100,NOT FUNDED,25873,USD,Over Budget
Fund08,Automated mentor-matching tool,New Member Onboarding,https://app.ideascale.com/t/UM5UZBvSF,4.6,214,42762279,0,3427531,39334748,YES,10000,FUNDED,73428,USD,
Fund08,Automated Multilingual Tool,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBvah,4.47,240,129709105,0,3707746,126001359,YES,17600,FUNDED,402400,USD,
Fund08,Avatarada,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBvPw,4.2,125,44163719,0,3922176,40241543,YES,53800,FUNDED,260215,USD,
Fund08,Aventuras Zooplanktasticas: Comic,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBwkb,2,95,22422016,0,21089078,1332938,NO,93346,NOT FUNDED,332,USD,Approval Threshold
Fund08,B2B Dinner Series by MikeBettsCook0,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBveF,2.93,77,22646539,0,15815401,6831138,YES,25000,NOT FUNDED,5464,USD,Over Budget
Fund08,B2B Food Recipes NFT Marketplace,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBw70,3.33,84,24949797,0,15575444,9374353,YES,5000,FUNDED,5464,USD,
Fund08,B2C Trade for Life ?,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvPp,4,104,24573297,0,23330148,1243149,NO,63500,NOT FUNDED,5464,USD,Approval Threshold
Fund08,Barter exchange on Cardano,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvYS,3.83,119,24973014,0,24675570,297444,NO,160000,NOT FUNDED,5464,USD,Approval Threshold
Fund08,Basis Cost Block Reward Accounting,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBuu0,4,215,36805605,0,33828355,2977250,NO,250000,NOT FUNDED,200,USD,Approval Threshold
Fund08,Basketo Finance,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvGs,2.93,89,22647010,0,22693115,-46105,NO,25000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Basketo Finance,DApps and Integrations,https://app.ideascale.com/t/UM5UZBu63,2.93,98,30797547,0,17248887,13548660,YES,45000,NOT FUNDED,2000,USD,Over Budget
Fund08,Batch tx generator for cardano-cli,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwmP,4.72,325,60872934,0,10848306,50024628,YES,18000,FUNDED,74850,USD,
Fund08,Bayes Spam filter for vCAs,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBvvi,1.13,89,13989978,0,18131481,-4141503,NO,32000,NOT FUNDED,1780,USD,Approval Threshold
Fund08,Beacon of Cardano GameFi,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBvnI,4.27,194,36319850,0,14739674,21580176,YES,68000,NOT FUNDED,1800,USD,Over Budget
Fund08,beeDAO,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvSn,3.78,109,39019268,0,6505707,32513561,YES,15000,NOT FUNDED,7400,USD,Over Budget
Fund08,BeerHouse.io,Cardano scaling solutions,https://app.ideascale.com/t/UM5UZBwrd,1.75,201,29660031,0,32346403,-2686372,NO,15000,NOT FUNDED,183473,USD,Approval Threshold
Fund08,Beyond Create Teaming Agreements,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBwvT,4.71,518,81889386,0,20255711,61633675,YES,64000,FUNDED,27580,USD,Funded by leftovers
Fund08,Bilingual Web3 Tech + Arts Space,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBw2y,2.89,90,23072267,0,14684826,8387441,YES,100000,NOT FUNDED,6141,USD,Over Budget
Fund08,Blace.io: Marketplace Creator ⚡,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwz7,4.78,323,56904237,0,27546722,29357515,YES,96200,NOT FUNDED,8700,USD,Over Budget
Fund08,Blockchain and Cardano Library,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBuyx,4.52,261,112545765,0,660602,111885163,YES,11500,FUNDED,79860,USD,
Fund08,Blockchain Battle Royale Hackathon,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBw76,4.17,237,40399840,0,31978066,8421774,YES,54000,NOT FUNDED,130,USD,Over Budget
Fund08,Blockchain Class by adatruth.com,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBvhL,4.1,119,29724981,0,16898868,12826113,YES,12000,FUNDED,2700,USD,
Fund08,Blockchain Innovation Hub Finland,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBu7x,4.4,124,31134604,0,16057231,15077373,YES,29000,NOT FUNDED,10464,USD,Over Budget
Fund08,Blockchain Learning Center + Coffee,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBuur,4.13,117,43076628,0,4249373,38827255,YES,33800,FUNDED,46176,USD,
Fund08,Blockchaindiary Education Hub,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBw2u,3.67,79,24516604,0,11340846,13175758,NO,13020,NOT FUNDED,6141,USD,Approval Threshold
Fund08,Bonfire - Scheduling dApp 🔥,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvXH,4.27,125,76911712,0,4684754,72226958,YES,15000,FUNDED,498754,USD,
Fund08,Book NFT Marketplace On Cardano,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvUY,3.58,141,25753781,0,18877850,6875931,YES,49500,NOT FUNDED,1000,USD,Over Budget
Fund08,Book NFTs - Transforming Publishing,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvmK,3.78,109,29281878,0,16976636,12305242,YES,25000,NOT FUNDED,10464,USD,Over Budget
Fund08,Boost Personal & Business Adoption,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBv2x,3,80,23086432,0,17582451,5503981,YES,18506,NOT FUNDED,6608,USD,Over Budget
Fund08,Boosting Cardano In South Africa,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBwvI,4.33,137,31152297,0,8547917,22604380,YES,10200,NOT FUNDED,113,USD,Over Budget
Fund08,Bridge Atala and Sovrin -Indy/Aries,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvb7,2.25,109,14099191,0,21486246,-7387055,NO,150000,NOT FUNDED,16668,USD,Approval Threshold
Fund08,Bridge Builders Operations,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBv52,4.72,297,51584891,0,9857885,41727006,YES,100800,NOT FUNDED,10464,USD,Over Budget
Fund08,Bridge liquidity for top protocols,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBvqy,2.33,232,102707040,0,11190433,91516607,YES,90000,FUNDED,383000,USD,
Fund08,Bridging NFTs -> remint on Cardano,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBveB,3.67,121,25466105,0,6747960,18718145,NO,20000,NOT FUNDED,1800,USD,Approval Threshold
Fund08,Bridging the Food Security gap,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvcY,4.06,107,18625788,0,15161146,3464642,NO,75000,NOT FUNDED,113,USD,Approval Threshold
Fund08,Bring Bored Apes* to Cardano,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBvHF,4.5,327,46663312,0,18936474,27726838,YES,75000,NOT FUNDED,1800,USD,Over Budget
Fund08,Bring Cardano to the web with Vite,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBuoE,4.56,237,45278606,0,20512701,24765905,YES,45000,NOT FUNDED,8700,USD,Over Budget
Fund08,Bring Ethereum NFT users to Cardano,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvmC,4.08,162,39478271,0,8350291,31127980,YES,50000,NOT FUNDED,7400,USD,Over Budget
Fund08,Bringing E.A Investors to Cardano,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBvmX,4.92,415,114018878,0,2107512,111911366,YES,8640,FUNDED,91360,USD,
Fund08,Broaden open source wallet options,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwwC,3.76,155,45125351,0,10094042,35031309,YES,3850,FUNDED,8700,USD,
Fund08,Build out ERGO Pool Infrastructure,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBwNd,3.06,169,26977828,0,24236273,2741555,NO,20000,NOT FUNDED,130,USD,Approval Threshold
Fund08,Business on the Blockchain in MIAMI,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBulk,3.9,114,27398328,0,23258121,4140207,YES,185000,NOT FUNDED,5464,USD,Over Budget
Fund08,BWORKs - Pay As Done Works Platform,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBwtd,4.83,529,97903740,0,4765346,93138394,YES,66000,FUNDED,638000,USD,
Fund08,BWORKs - Right Dev in Right Work,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBut3,4.87,1103,191379924,0,15618966,175760958,YES,54780,FUNDED,675334,USD,
Fund08,BWORKs - Smart contract HR platform,DApps and Integrations,https://app.ideascale.com/t/UM5UZBu2g,5,807,179023477,0,13645993,165377484,YES,71000,FUNDED,2333800,USD,
Fund08,C4C Community Hub Operations,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBwz2,4.83,305,70518337,0,4212839,66305498,YES,12050,FUNDED,262085,USD,
Fund08,C4S - Cardano for Seniors Hubs,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBuop,4.14,119,44675272,0,3090667,41584605,YES,25000,FUNDED,96595,USD,
Fund08,C64 Extension Wallet,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvGv,4.58,193,48628483,0,7924576,40703907,YES,32940,NOT FUNDED,7400,USD,Over Budget
Fund08,CA Academy Certification,Community Advisor Improvements,https://app.ideascale.com/t/UM5UZBw2P,3.75,181,39759375,0,10099468,29659907,YES,8000,FUNDED,46360,USD,
Fund08,CA Guidelines Joint Drafting,Community Advisor Improvements,https://app.ideascale.com/t/UM5UZBu5f,4.57,256,67609014,0,359768,67249246,YES,7640,FUNDED,58560,USD,
Fund08,CA Improvement Mechanism,Community Advisor Improvements,https://app.ideascale.com/t/UM5UZBvvu,3.36,134,26631889,0,16981475,9650414,YES,29600,NOT FUNDED,6860,USD,Over Budget
Fund08,CA-tool Dev & Maintenance - AIM,Community Advisor Improvements,https://app.ideascale.com/t/UM5UZBvh0,4.94,446,123004008,0,626978,122377030,YES,7500,FUNDED,85000,USD,
Fund08,CA/VCA Treasury for Rapid Funding,Community Advisor Improvements,https://app.ideascale.com/t/UM5UZBwfw,4.03,236,38804201,0,15663020,23141181,YES,30000,FUNDED,16360,USD,
Fund08,Cadano UNE Brazil Branded Marketing,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBvIl,3.2,72,14503851,0,16388001,-1884150,NO,30000,NOT FUNDED,2700,USD,Approval Threshold
Fund08,"CAGA, a Card Game App Framework",Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvtR,3.67,97,26153015,0,16130091,10022924,YES,55000,NOT FUNDED,803,USD,Over Budget
Fund08,"Captain Haiti on FIFA22, Miami FC",Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvvk,1.5,127,22608893,0,19750369,2858524,NO,19000,NOT FUNDED,803,USD,Approval Threshold
Fund08,Carbon ERC-20 Converter to Cardano,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBu8V,4.88,1229,152988834,0,2545273,150443561,YES,27000,FUNDED,473000,USD,
Fund08,Carbon Marketplace and Exchange,DApps and Integrations,https://app.ideascale.com/t/UM5UZBu8J,4.75,411,69349146,0,13113680,56235466,YES,64100,FUNDED,880480,USD,
Fund08,Carbon Neutral Hemp Supply-Chain,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvhU,3,78,23074112,0,16229212,6844900,YES,5000,NOT FUNDED,332,USD,Over Budget
Fund08,Carbonno - Carbon Exchange dApp,DApps and Integrations,https://app.ideascale.com/t/UM5UZBv2s,3.83,96,16057321,0,11706086,4351235,NO,20000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Cardahub-One Stop Shop for CNFT,DApps and Integrations,https://app.ideascale.com/t/UM5UZBw8T,3.41,107,27659626,0,18853486,8806140,YES,33600,NOT FUNDED,2000,USD,Over Budget
Fund08,Cardano Accelerator for India,"Grow India, Grow Cardano",https://app.ideascale.com/t/UM5UZBvha,3.58,119,24031793,0,17803230,6228563,YES,60000,NOT FUNDED,1062,USD,Over Budget
Fund08,Cardano and Smart City Awareness,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvbh,4.29,108,37416546,0,3150032,34266514,YES,1249,FUNDED,113,USD,
Fund08,Cardano Annual Market Report,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBuyC,4.41,183,48202241,0,6166509,42035732,YES,10000,FUNDED,90700,USD,
Fund08,Cardano Atlas Project,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBw72,4.38,156,39523038,0,9082130,30440908,YES,51645,NOT FUNDED,5532,USD,Over Budget
Fund08,Cardano Baltic Startup Hub,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBvPD,4.17,114,32869160,0,2840394,30028766,NO,9684,NOT FUNDED,6141,USD,Approval Threshold
Fund08,Cardano based data collection tool,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBwAm,3.58,91,25909681,0,14831921,11077760,YES,140000,NOT FUNDED,113,USD,Over Budget
Fund08,Cardano Beam - GPS based Assets,DApps and Integrations,https://app.ideascale.com/t/UM5UZBuou,5,952,179859155,0,9639790,170219365,YES,30200,FUNDED,2424800,USD,
Fund08,Cardano Blockchain Brazil MeetupHub,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvxG,3.67,103,25358325,0,18063031,7295294,YES,19800,NOT FUNDED,332,USD,Over Budget
Fund08,Cardano Blockchain Buenos Aires Hub,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBvgN,4.28,120,29626761,0,2671759,26955002,NO,11500,NOT FUNDED,6141,USD,Approval Threshold
Fund08,Cardano Blockchain Insights update,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvFI,3.67,119,31978182,0,17391796,14586386,YES,80000,NOT FUNDED,5532,USD,Over Budget
Fund08,Cardano Builders Hub-Local chapters,"Grow India, Grow Cardano",https://app.ideascale.com/t/UM5UZBupu,4.06,124,31618489,0,17368403,14250086,YES,20000,NOT FUNDED,1062,USD,Over Budget
Fund08,Cardano Candy-Pop CNFT Giveaway,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvvV,2.42,82,22330462,0,18174393,4156069,YES,38000,NOT FUNDED,332,USD,Over Budget
Fund08,Cardano Capacity Building Program,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvh2,3.17,66,22719889,0,12508811,10211078,NO,15000,NOT FUNDED,113,USD,Approval Threshold
Fund08,Cardano Caribbean,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBviv,3.17,81,22895932,0,15204284,7691648,YES,25000,NOT FUNDED,332,USD,Over Budget
